gene_id	eligible_untrimmed	eligible_trimmed	gap_untrimmed	gap_trimmed	length_untrimmed	length_trimmed	pis_untrimmed	pis_trimmed	occupancy_untrimmed	occupancy_trimmed	became_eligible	became_excluded	retained_length_fraction	pis_retained_fraction
EOG092629U5	True	True	0.4850260416666667	0.0415120593692022	768	308	219	166	1.0	1.0	False	False	0.4010416666666667	0.7579908675799086
EOG092629WA	True	True	0.1572918606816911	0.0123585123585123	826	666	280	256	0.9285714285714286	0.9285714285714286	False	False	0.8062953995157385	0.9142857142857143
EOG092629WJ	True	True	0.5417416336811803	0.0165988434354251	1985	667	370	334	1.0	1.0	False	False	0.33602015113350125	0.9027027027027027
EOG092629ZN	True	True	0.0859263939346074	0.0005232862375719	487	441	119	119	0.9285714285714286	0.9285714285714286	False	False	0.9055441478439425	1.0
EOG09262A65	True	True	0.3891249425815342	0.0383469103914166	1244	719	402	362	1.0	1.0	False	False	0.5779742765273312	0.900497512437811
EOG09262A6N	False	True	0.691276730187236	0.0109890109890109	2313	525	265	229	0.9285714285714286	0.9285714285714286	True	False	0.22697795071335927	0.8641509433962264
EOG09262A8G	True	True	0.373172514619883	0.0184959349593495	684	410	165	162	0.8571428571428571	0.8571428571428571	False	False	0.5994152046783626	0.9818181818181818
EOG09262B1U	True	True	0.1989795918367347	0.0378452096829185	532	419	213	202	1.0	1.0	False	False	0.7875939849624061	0.9483568075117371
EOG09262BCZ	True	True	0.5066686425607587	0.0061383928571428	1446	640	319	309	1.0	1.0	False	False	0.4426002766251729	0.9686520376175548
EOG09262BHE	True	True	0.3798057466612707	0.0079570688378978	706	386	80	74	1.0	1.0	False	False	0.546742209631728	0.925
EOG09262BVA	True	True	0.2154195011337868	0.0148478099480326	588	449	268	264	0.8571428571428571	0.8571428571428571	False	False	0.7636054421768708	0.9850746268656716
EOG09262C5Z	False	True	0.6271322819439974	0.0049513704686118	1434	435	283	266	0.9285714285714286	0.9285714285714286	True	False	0.303347280334728	0.9399293286219081
EOG09262CA4	True	True	0.0098568728058331	0.0020447110141766	529	524	105	105	1.0	1.0	False	False	0.9905482041587902	1.0
EOG09262CBI	False	True	0.6016638728503135	0.0154217762913415	1239	414	137	135	0.9285714285714286	0.9285714285714286	True	False	0.3341404358353511	0.9854014598540146
EOG09262CDO	True	True	0.1081213307240704	0.0171081677704194	511	453	55	55	0.8571428571428571	0.8571428571428571	False	False	0.8864970645792564	1.0
EOG09262CMP	True	True	0.0211821410451547	0.0042901716068642	657	641	184	181	0.8571428571428571	0.8571428571428571	False	False	0.9756468797564688	0.9836956521739131
EOG09262CO6	True	True	0.0338269454123112	0.0098625224148236	492	478	127	127	1.0	1.0	False	False	0.9715447154471545	1.0
EOG09262CUO	True	True	0.2230621016748184	0.0782332023207935	519	411	145	131	0.9285714285714286	0.9285714285714286	False	False	0.791907514450867	0.903448275862069
EOG09262CXO	True	True	0.2171513479091488	0.0116279069767441	673	516	185	182	1.0	1.0	False	False	0.7667161961367014	0.9837837837837838
EOG09262D0D	False	True	0.62531829756275	0.0048701298701298	2749	836	380	337	1.0	1.0	True	False	0.3041105856675155	0.8868421052631579
EOG09262D4G	True	True	0.2603321381392716	0.0265585686329326	757	511	328	292	1.0	1.0	False	False	0.6750330250990753	0.8902439024390244
EOG09262DC1	True	True	0.0776570368407103	0.0017386264850767	539	493	169	168	1.0	1.0	False	False	0.9146567717996289	0.9940828402366864
EOG09262DKA	True	True	0.0658622423328305	0.0047169811320754	459	424	123	121	0.9285714285714286	0.9285714285714286	False	False	0.9237472766884531	0.983739837398374
EOG09262DPL	True	True	0.1413127413127413	0.0605278255880665	555	498	182	182	1.0	1.0	False	False	0.8972972972972973	1.0
EOG09262DUV	True	True	0.1372806298179432	0.0229819563152896	469	405	134	132	0.9285714285714286	0.9285714285714286	False	False	0.8635394456289979	0.9850746268656716
EOG09262E3Q	False	True	0.608708384015858	0.0356231778425656	3171	784	744	501	1.0	1.0	True	False	0.24724061810154527	0.6733870967741935
EOG09262E4Q	True	True	0.1279004752585966	0.0004881223560039	511	439	95	94	1.0	1.0	False	False	0.8590998043052838	0.9894736842105263
EOG09262E4T	True	True	0.0633448184468592	0.0143986448334274	539	506	218	214	1.0	1.0	False	False	0.9387755102040817	0.981651376146789
EOG09262E7I	True	True	0.2538810395953253	0.0281454979129397	882	645	250	245	0.9285714285714286	0.9285714285714286	False	False	0.7312925170068028	0.98
EOG09262E7W	True	True	0.2333063537029542	0.0147347740667976	706	509	263	241	1.0	1.0	False	False	0.7209631728045326	0.9163498098859315
EOG09262E98	True	True	0.0425985090521831	0.0069996818326439	939	898	347	343	1.0	1.0	False	False	0.9563365282215123	0.9884726224783862
EOG09262ESR	True	True	0.3494208494208494	0.167776432606941	962	708	286	284	1.0	1.0	False	False	0.735966735966736	0.993006993006993
EOG09262F22	True	True	0.0121293800539083	0.0027275826798499	424	419	92	92	1.0	1.0	False	False	0.9882075471698113	1.0
EOG09262F7P	False	True	0.7817252141576466	0.0082923832923832	2738	296	187	135	0.7857142857142857	0.7857142857142857	True	False	0.10810810810810811	0.7219251336898396
EOG09262FE3	True	True	0.3737493051695386	0.0142325086459164	1028	537	254	237	1.0	1.0	False	False	0.5223735408560312	0.9330708661417323
EOG09262FJB	True	True	0.5905162696325242	0.0153977758768177	1901	501	348	223	1.0	1.0	False	False	0.26354550236717517	0.6408045977011494
EOG09262FW1	True	True	0.2842150353394731	0.0218944099378881	667	460	255	246	1.0	1.0	False	False	0.6896551724137931	0.9647058823529412
EOG09262G8Y	True	True	0.4030416163390798	0.0171600171600171	1301	666	398	361	1.0	1.0	False	False	0.5119139123750961	0.907035175879397
EOG09262GLP	True	True	0.1406818181818181	0.0198072805139186	550	467	199	198	0.5714285714285714	0.5714285714285714	False	False	0.8490909090909091	0.9949748743718593
EOG09262GNE	False	True	0.6626243781094527	0.0008135372600065	1608	439	227	220	1.0	1.0	True	False	0.27300995024875624	0.9691629955947136
EOG09262GVX	True	True	0.3661611547597296	0.0062838569880823	1263	710	261	250	0.9285714285714286	0.9285714285714286	False	False	0.56215360253365	0.9578544061302682
EOG09262GWQ	True	True	0.3618021322939356	0.031060606060606	793	480	229	228	0.7857142857142857	0.7857142857142857	False	False	0.605296343001261	0.9956331877729258
EOG09262GXD	True	True	0.0028892455858747	0.0	445	443	70	69	1.0	1.0	False	False	0.9955056179775281	0.9857142857142858
EOG09262H1X	True	True	0.1185048264530704	0.0033167495854063	541	469	159	159	0.6428571428571429	0.6428571428571429	False	False	0.866913123844732	1.0
EOG09262H34	True	True	0.5252414548941708	0.0126630126630126	1123	407	263	213	0.9285714285714286	0.9285714285714286	False	False	0.3624220837043633	0.8098859315589354
EOG09262H50	True	True	0.1951788491446345	0.0215442452284557	643	494	266	242	1.0	1.0	False	False	0.7682737169517885	0.9097744360902256
EOG09262HA6	True	True	0.0428200030585716	0.0019515368352577	503	473	186	180	0.9285714285714286	0.9285714285714286	False	False	0.9403578528827038	0.967741935483871
EOG09262HKC	True	True	0.1105415645197236	0.003088803088803	641	555	259	249	1.0	1.0	False	False	0.8658346333853354	0.9613899613899614
EOG09262HP3	True	True	0.18837058632977	0.002035002035002	441	351	113	112	1.0	1.0	False	False	0.7959183673469388	0.9911504424778761
EOG09262HQM	True	True	0.2701508310116245	0.0240431795878312	1487	1019	670	627	1.0	1.0	False	False	0.6852723604572966	0.935820895522388
EOG09262I0R	True	True	0.2642349825448417	0.0053586862575626	639	445	221	215	0.9285714285714286	0.9285714285714286	False	False	0.6964006259780907	0.9728506787330317
EOG09262I5I	True	True	0.0858355437665782	0.0016542597187758	725	651	190	183	0.9285714285714286	0.9285714285714286	False	False	0.8979310344827586	0.9631578947368421
EOG09262ILV	True	True	0.2742402315484805	0.0371900826446281	691	484	242	228	1.0	1.0	False	False	0.7004341534008683	0.9421487603305785
EOG09262IP2	True	True	0.0904602643733078	0.004524886877828	483	425	147	138	0.9285714285714286	0.9285714285714286	False	False	0.8799171842650103	0.9387755102040817
EOG09262IY3	False	True	0.7089168836652826	0.0221445221445221	2186	330	330	178	0.9285714285714286	0.9285714285714286	True	False	0.15096065873741996	0.5393939393939394
EOG09262IZ6	True	True	0.0666877370417193	0.0042925824175824	452	416	114	111	1.0	1.0	False	False	0.9203539823008849	0.9736842105263158
EOG09262IZO	True	True	0.2079152731326644	0.0089941262848751	598	454	140	137	0.8571428571428571	0.8571428571428571	False	False	0.7591973244147158	0.9785714285714285
EOG09262J7K	True	True	0.1938136956910423	0.046559164206223	799	629	205	195	1.0	1.0	False	False	0.7872340425531915	0.9512195121951219
EOG09262JAT	True	True	0.1380858826831321	0.0092224231464737	509	395	204	155	1.0	1.0	False	False	0.7760314341846758	0.7598039215686274
EOG09262JRP	True	True	0.3585700014271443	0.0291545189504373	1001	588	370	347	1.0	1.0	False	False	0.5874125874125874	0.9378378378378378
EOG09262JWJ	True	True	0.2168782673637042	0.0	515	394	51	51	0.9285714285714286	0.9285714285714286	False	False	0.7650485436893204	1.0
EOG09262JZK	True	True	0.0685570710696338	0.001978630787495	398	361	116	113	1.0	1.0	False	False	0.907035175879397	0.9741379310344828
EOG09262JZW	True	True	0.2307692307692307	0.0311644876862268	660	506	249	249	0.9285714285714286	0.9285714285714286	False	False	0.7666666666666667	1.0
EOG09262K67	True	True	0.1704681872749099	0.0288690476190476	595	480	212	198	1.0	1.0	False	False	0.8067226890756303	0.9339622641509434
EOG09262K8C	True	True	0.2540447504302926	0.0068590350047303	415	302	134	134	1.0	1.0	False	False	0.727710843373494	1.0
EOG09262K8L	True	True	0.5157749227516669	0.024765478424015	946	410	215	202	0.9285714285714286	0.9285714285714286	False	False	0.4334038054968288	0.9395348837209302
EOG09262K9A	True	True	0.1244253754213913	0.0099027409372236	502	435	146	144	0.9285714285714286	0.9285714285714286	False	False	0.8665338645418327	0.9863013698630136
EOG09262KJA	True	True	0.0350803043110735	0.0149985149985149	507	481	217	201	1.0	1.0	False	False	0.9487179487179487	0.9262672811059908
EOG09262KN8	True	True	0.2520769369694781	0.008063492063492	1582	1125	536	518	1.0	1.0	False	False	0.7111251580278128	0.9664179104477612
EOG09262KUJ	True	True	0.0739010989010989	0.0082241851964666	520	469	149	138	1.0	1.0	False	False	0.9019230769230769	0.9261744966442953
EOG09262KVB	True	True	0.3510263321584076	0.0230582524271844	689	412	216	195	1.0	1.0	False	False	0.5979680696661829	0.9027777777777778
EOG09262KXK	True	True	0.5724946695095949	0.0145032632342277	1139	394	89	87	1.0	1.0	False	False	0.34591747146619845	0.9775280898876404
EOG09262KZ3	True	True	0.272829131652661	0.0196025778732545	765	532	277	267	1.0	1.0	False	False	0.6954248366013072	0.9638989169675091
EOG09262L1P	True	True	0.4956160860416179	0.0035714285714285	1222	540	187	183	1.0	1.0	False	False	0.44189852700491	0.9786096256684492
EOG09262LI4	True	True	0.4461682782508298	0.0191603268526345	1066	546	271	266	0.9285714285714286	0.9285714285714286	False	False	0.5121951219512195	0.981549815498155
EOG09262LQT	True	True	0.0479365079365079	0.0262412891986062	675	656	305	303	1.0	1.0	False	False	0.9718518518518519	0.9934426229508196
EOG09262LYR	True	True	0.0044345898004434	0.0017499204581609	451	449	66	66	1.0	1.0	False	False	0.9955654101995566	1.0
EOG09262M0W	True	True	0.1130816791409046	0.021260723610593	439	383	111	105	1.0	1.0	False	False	0.8724373576309795	0.9459459459459459
EOG09262M2J	True	True	0.0980357142857142	0.00438946528332	400	358	187	187	1.0	1.0	False	False	0.895	1.0
EOG09262M7B	True	True	0.0629523649217303	0.0030841799709724	457	424	108	104	0.9285714285714286	0.9285714285714286	False	False	0.9277899343544858	0.9629629629629629
EOG09262MEK	True	True	0.2377801782338644	0.0003871467286101	529	369	192	191	1.0	1.0	False	False	0.6975425330812854	0.9947916666666666
EOG09262MFL	True	True	0.3338628762541806	0.0339831401475237	920	584	299	281	0.9285714285714286	0.9285714285714286	False	False	0.6347826086956522	0.939799331103679
EOG09262MJW	True	True	0.2613599215429879	0.1419517102615694	874	710	191	172	1.0	1.0	False	False	0.8123569794050344	0.900523560209424
EOG09262MOO	True	True	0.1805668016194332	0.0369885433715221	570	470	305	303	0.9285714285714286	0.9285714285714286	False	False	0.8245614035087719	0.9934426229508196
EOG09262MXH	True	True	0.0478664192949907	0.000197316495659	385	362	117	115	1.0	1.0	False	False	0.9402597402597402	0.9829059829059829
EOG09262N0U	True	True	0.3747321428571428	0.0375401694420099	800	489	198	197	1.0	1.0	False	False	0.61125	0.9949494949494949
EOG09262N10	True	True	0.541235567551357	0.0058019839041736	1026	411	229	220	0.9285714285714286	0.9285714285714286	False	False	0.40058479532163743	0.9606986899563319
EOG09262N3C	True	True	0.0178134823611596	0.0077793493635077	409	404	72	71	1.0	1.0	False	False	0.9877750611246944	0.9861111111111112
EOG09262N47	True	True	0.3328290468986384	0.0120209059233449	661	410	232	213	1.0	1.0	False	False	0.6202723146747352	0.9181034482758621
EOG09262N5O	True	True	0.1144489795918367	0.0078830994039607	875	743	370	347	1.0	1.0	False	False	0.8491428571428571	0.9378378378378378
EOG09262NB1	False	True	0.6086691086691086	0.0023214285714285	1170	400	153	150	1.0	1.0	True	False	0.3418803418803419	0.9803921568627451
EOG09262NIR	True	True	0.5244169096209913	0.0101279317697228	980	268	254	157	1.0	1.0	False	False	0.27346938775510204	0.6181102362204725
EOG09262NNS	True	True	0.0761904761904762	0.0034441449535789	525	477	175	167	1.0	1.0	False	False	0.9085714285714286	0.9542857142857143
EOG09262O0R	True	True	0.4147163452536978	0.0005102040816326	763	420	145	143	1.0	1.0	False	False	0.5504587155963303	0.9862068965517241
EOG09262OJ4	True	True	0.4330510554737359	0.2978451715881883	1164	895	219	219	1.0	1.0	False	False	0.7689003436426117	1.0
EOG09262OLP	True	True	0.3857142857142857	0.0261164794985635	1080	547	419	324	1.0	1.0	False	False	0.5064814814814815	0.7732696897374701
EOG09262OX9	True	True	0.2183608784242698	0.0171661332557462	631	491	165	165	1.0	1.0	False	False	0.7781299524564184	1.0
EOG09262P1W	True	True	0.0284280936454849	0.0003159058600537	506	487	114	111	0.9285714285714286	0.9285714285714286	False	False	0.9624505928853755	0.9736842105263158
EOG09262PAY	True	True	0.2815676832530765	0.0238747553816046	534	365	175	173	1.0	1.0	False	False	0.6835205992509363	0.9885714285714285
EOG09262PIH	True	True	0.1321508469159475	0.00037397157816	447	382	45	45	1.0	1.0	False	False	0.854586129753915	1.0
EOG09262PMC	True	True	0.1365871649864765	0.0108983799705449	1743	1455	773	727	1.0	1.0	False	False	0.8347676419965576	0.9404915912031048
EOG09262POL	True	True	0.1258503401360544	0.0233891309332721	756	623	398	350	1.0	1.0	False	False	0.8240740740740741	0.8793969849246231
EOG09262PPU	True	True	0.1606110652353427	0.0220156555772994	519	438	131	130	1.0	1.0	False	False	0.8439306358381503	0.9923664122137404
EOG09262PZ9	True	True	0.0408842405514618	0.0165309647174932	601	579	223	220	1.0	1.0	False	False	0.9633943427620633	0.9865470852017937
EOG09262Q6S	True	True	0.1255060728744939	0.0090579710144927	646	552	270	265	0.9285714285714286	0.9285714285714286	False	False	0.8544891640866873	0.9814814814814815
EOG09262Q8D	True	True	0.0387660838007258	0.0292056074766355	433	428	83	83	1.0	1.0	False	False	0.9884526558891455	1.0
EOG09262QJW	True	True	0.1460760269773145	0.001840942562592	466	388	91	85	1.0	1.0	False	False	0.8326180257510729	0.9340659340659341
EOG09262QL6	True	True	0.280524278676988	0.0049304677623261	812	565	165	164	1.0	1.0	False	False	0.6958128078817734	0.9939393939393939
EOG09262QRH	True	True	0.549949609473419	0.5246642823402389	2268	2117	350	352	1.0	1.0	False	False	0.9334215167548501	1.0057142857142858
EOG09262QS5	True	True	0.4063386944181646	0.0064791403286978	906	452	184	165	1.0	1.0	False	False	0.4988962472406181	0.8967391304347826
EOG09262QTY	True	True	0.5003564299971486	0.003012048192771	1169	415	234	167	0.8571428571428571	0.8571428571428571	False	False	0.3550042771599658	0.7136752136752137
EOG09262R8O	True	True	0.1695893926432848	0.0246930803571428	668	512	332	272	1.0	1.0	False	False	0.7664670658682635	0.8192771084337349
EOG09262SI7	True	True	0.1656131479140328	0.0019731649565903	678	543	302	288	1.0	1.0	False	False	0.8008849557522124	0.9536423841059603
EOG09262SMG	True	True	0.0652398143372872	0.0169608383894098	554	518	230	226	1.0	1.0	False	False	0.9350180505415162	0.9826086956521739
EOG09262SR7	True	True	0.4915902750099641	0.0061250225184651	965	427	275	252	0.9285714285714286	0.9285714285714286	False	False	0.44248704663212435	0.9163636363636364
EOG09262SWJ	False	True	0.7236053180396246	0.0072692793931731	1096	226	125	116	1.0	1.0	True	False	0.2062043795620438	0.928
EOG09262TEV	True	True	0.439759892022448	0.2639891696750902	2011	1108	712	442	1.0	1.0	False	False	0.5509696668324217	0.6207865168539326
EOG09262TO9	True	True	0.231720202874049	0.0022720817949446	676	503	100	99	1.0	1.0	False	False	0.7440828402366864	0.99
EOG09262TUR	False	True	0.6381441139505656	0.0129087779690189	1364	415	191	190	1.0	1.0	True	False	0.30425219941348974	0.9947643979057592
EOG09262U7S	True	True	0.5330620549338759	0.0186488388458831	983	406	216	200	1.0	1.0	False	False	0.41302136317395727	0.9259259259259259
EOG09262UAS	True	True	0.1757166161733861	0.013116623895067	613	501	249	249	1.0	1.0	False	False	0.8172920065252854	1.0
EOG09262UB3	True	True	0.3493506493506493	0.008878876225815	880	539	268	263	1.0	1.0	False	False	0.6125	0.9813432835820896
EOG09262UTQ	True	True	0.4736346516007533	0.0094285714285714	531	250	133	128	1.0	1.0	False	False	0.4708097928436911	0.9624060150375939
EOG09262V3O	True	True	0.0266969610905992	0.0050700864897107	503	479	205	191	1.0	1.0	False	False	0.952286282306163	0.9317073170731708
EOG09262V8E	True	True	0.5941747572815534	0.0337434094903339	2060	569	211	178	0.7142857142857143	0.7142857142857143	False	False	0.27621359223300973	0.8436018957345972
EOG09262V9N	True	True	0.1863215084691594	0.0026683087027914	447	348	145	137	1.0	1.0	False	False	0.7785234899328859	0.9448275862068966
EOG09262VOC	True	True	0.144047619047619	0.0119724025974025	420	352	115	114	1.0	1.0	False	False	0.8380952380952381	0.991304347826087
EOG09262VPD	True	True	0.0003935458480913	0.0	363	362	66	66	1.0	1.0	False	False	0.9972451790633609	1.0
